f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,total time (seconds)
"0, -1, 0, 0, -1, 0, -1, 0, 1, 1, 0, 0, 1, 0, -1, -1, 0, 0, 1, 1, 1, -1, 1, 0, 1, 0, -1, 1, 0, 0, -1, 1, -1, 0, 1, 1, 0, 1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 1, -1, 1, 0, -1, -1, -1, -1, 1, -1, 1, -1, 1","-1, 0, 0, 1, 0, 1, 0, 0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0, 1, 1, -1, -1, 0, -1, 1, 0, -1, 1, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 1, -1, 0, 1, 1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 1, 0, 0, 1, 0, 0",9.0,"21, 292, 285, 283, 462, 282, 131, 187, 402, 476, 275, 456, 157, 169, 148, 417, 390, 76, 359, 376, 138, 12, 20, 355, 261, 509, 13, 297, 177, 229, 134, 109, 471, 343, 124, 190, 377, 375, 82, 344, 284, 397, 361, 336, 194, 187, 186, 373, 261, 178, 168, 153, 503, 441, 269, 167, 224, 421, 175, 23, 367","1, -1, 0, 1, 1, 0, 1, 1, -1, -1, 0, -1, 1, 0, -1, 1, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 1, -1, 0, 1, 1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 1, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 1, 0, 0, -1, 0, -1, 1, 1, 0, -1, -1, 0, 0, 1, 1, 1, -1, 1, 0, 1, 0, -1, 1, 0, 0, -1, 1, -1, 0, 1, 1, 0, 1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 1, -1, 1, 0, -1, -1, -1, -1, 1, -1, 1, -1, 1, 0, -1, 0, 0, -1, 0, -1, 0, 1, 1, 0, 0",9.0,"1, -1, 0, 1, 1, 0, 1, 1, -1, -1, 0, -1, 1, 0, -1, 1, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 1, -1, 0, 1, 1, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, 1, 0, 0, 1, 0, 0, -1, 0, 0, 1, 0, 1, 0, 0, -1, 0, -1, 1, 1, 0, -1, -1, 0, 0, 1, 1, 1, -1, 1, 0, 1, 0, -1, 1, 0, 0, -1, 1, -1, 0, 1, 1, 0, 1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 1, -1, 1, 0, -1, -1, -1, -1, 1, -1, 1, -1, 1, 0, -1, 0, 0, -1, 0, -1, 0, 1, 1, 0, 0",9.0,2,2,0.8698098659515381
"1, -1, -1, -1, -1, 0, -1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 0, -1, -1, -1, 0, 0, 1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 1, 0, 0, -1, -1, -1, 1, 1, 0, -1, 1, 1, 0, 1, 0, -1, 1, 1, 0, -1, -1, 1, 1, 1, 1, -1","-1, 1, -1, -1, 0, 1, -1, 0, 0, 1, -1, 0, 1, -1, -1, 0, 1, -1, -1, 0, 1, 0, 1, -1, 0, 0, -1, 1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, -1, 1, 1, -1, 1, 0, 1, 0, -1, 0, 1, 1, 1, -1, -1, 1, 1, 0, -1, -1, -1",9.0,"111, 114, 201, 357, 205, 79, 421, 158, 144, 50, 100, 167, 449, 134, 366, 382, 474, 494, 229, 273, 112, 190, 263, 30, 469, 230, 421, 23, 70, 334, 51, 109, 47, 257, 201, 131, 440, 25, 449, 244, 239, 378, 499, 378, 5, 488, 262, 75, 114, 66, 14, 58, 145, 142, 405, 151, 300, 256, 389, 289, 167","0, 1, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 1, -1, -1, 1, -1, 0, -1, 0, 1, 0, -1, -1, -1, 1, 1, -1, -1, 0, 1, 1, 1, 1, -1, 1, 1, 0, -1, 1, 0, 0, -1, 1, 0, -1, 1, 1, 0, -1, 1, 1, 0, -1, 0, -1, 1, 0, 0, 1, -1, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 1, 1, -1, -1, 0, 1, -1, -1, 0, -1, 0, 1, -1, -1, 0, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 0, 1, -1, -1, -1, 0, -1, 1, -1, -1, -1, 0, 1, 1, 1, 0, 0, -1, 1, 0, 0, 0, 0",9.0,"0, 1, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 1, -1, -1, 1, -1, 0, -1, 0, 1, 0, -1, -1, -1, 1, 1, -1, -1, 0, 1, 1, 1, 1, -1, 1, 1, 0, -1, 1, 0, 0, -1, 1, 0, -1, 1, 1, 0, -1, 1, 1, 0, -1, 0, -1, 1, 0, 0, 1, -1, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 1, 1, -1, -1, 0, 1, -1, -1, 0, -1, 0, 1, -1, -1, 0, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 0, 1, -1, -1, -1, 0, -1, 1, -1, -1, -1, 0, 1, 1, 1, 0, 0, -1, 1, 0, 0, 0, 0",9.0,2,2,0.8692753314971924
"1, 1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 1, 1, 1, 0, 1, -1, 0, 1, 0, -1, 0, 1, 1, 1, 0, 1, -1, 1, 0, 1, 0, -1, 0, 0, 0, -1, 1, 0, -1, 1, 0, -1, 1, -1, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, -1, 1, 1, 1, -1, 1","1, 1, 0, -1, -1, 0, -1, -1, -1, 1, 0, 1, 0, 0, -1, 1, 0, 1, 0, -1, 0, 1, 0, 0, 0, 1, 1, -1, -1, 0, 0, 0, 0, 1, 0, 1, -1, -1, 1, 1, -1, 1, 1, 0, 0, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1, 0, -1, 0, -1, 0, 1",9.0,"61, 317, 53, 251, 181, 183, 294, 181, 192, 219, 287, 200, 69, 361, 435, 335, 79, 418, 91, 60, 5, 471, 120, 71, 122, 342, 121, 67, 14, 340, 284, 62, 64, 29, 244, 268, 256, 99, 143, 482, 429, 99, 482, 491, 163, 28, 382, 164, 151, 501, 337, 107, 354, 160, 111, 255, 366, 127, 199, 270, 265","1, 1, -1, -1, 1, -1, -1, 0, 0, 1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 0, 1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 0, 1, 1, 1, -1, 0, -1, 0, 0, 1, -1, 0, -1, 0, 1, 0, -1, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, -1, 0, -1, 1, -1, 0, 1, -1, 0, 1, -1, 1, 0, 0, 0, -1, 0, 1, 1, 1, 0, 0, 1, -1, -1, -1, 1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1, -1, -1, -1, 0, -1, 1, 0, -1, 0, 1, 0, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0, 1, 0, 0, 0",9.0,"1, 1, -1, -1, 1, -1, -1, 0, 0, 1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 0, 1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 0, 1, 1, 1, -1, 0, -1, 0, 0, 1, -1, 0, -1, 0, 1, 0, -1, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, -1, 0, -1, 1, -1, 0, 1, -1, 0, 1, -1, 1, 0, 0, 0, -1, 0, 1, 1, 1, 0, 0, 1, -1, -1, -1, 1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1, -1, -1, -1, 0, -1, 1, 0, -1, 0, 1, 0, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0, 1, 0, 0, 0",9.0,2,2,0.8571124076843262
"-1, -1, 1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 1, 0, 1, 1, -1, 1, 0, 1, -1, 0, 0, 1, -1, -1, 0, 1, -1, 1, 0, 0, 0, -1, 0, 1, 1, -1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, -1, 1, 1, 1, 1","0, -1, 0, -1, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, 0, 0, 0, 1, -1, 0, 0, 1, 1, 1, 1, -1, 0, -1, 1, -1, 1, -1, 0, -1, 0, -1, 0, 0, -1, -1, 0, 1, -1, 0, -1, -1, 0, 0, 1, 0, 1, 1, 1, -1, 1, -1, 1, 1",9.0,"252, 180, 234, 472, 69, 62, 231, 483, 241, 476, 145, 287, 67, 102, 382, 504, 371, 76, 291, 387, 297, 441, 400, 454, 33, 213, 151, 173, 472, 340, 426, 227, 5, 22, 503, 509, 495, 198, 78, 176, 2, 27, 378, 265, 4, 63, 439, 398, 144, 245, 99, 64, 372, 245, 340, 486, 95, 10, 327, 35, 397","-1, 1, -1, 1, 1, 0, -1, 0, -1, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, 0, 0, 0, 1, -1, 0, 0, 1, 1, 1, 1, -1, 0, -1, 1, -1, 1, -1, 0, -1, 0, -1, 0, 0, -1, -1, 0, 1, -1, 0, -1, -1, 0, 0, 1, 0, 1, 1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 1, 0, 1, 1, -1, 1, 0, 1, -1, 0, 0, 1, -1, -1, 0, 1, -1, 1, 0, 0, 0, -1, 0, 1, 1, -1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0",9.0,"-1, 1, -1, 1, 1, 0, -1, 0, -1, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, 0, 0, 0, 1, -1, 0, 0, 1, 1, 1, 1, -1, 0, -1, 1, -1, 1, -1, 0, -1, 0, -1, 0, 0, -1, -1, 0, 1, -1, 0, -1, -1, 0, 0, 1, 0, 1, 1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 0, -1, 0, -1, 0, 0, 1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 1, 0, 1, 1, -1, 1, 0, 1, -1, 0, 0, 1, -1, -1, 0, 1, -1, 1, 0, 0, 0, -1, 0, 1, 1, -1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0",9.0,2,2,0.7659084796905518
"1, 1, -1, 1, 0, 1, 0, -1, 0, 0, 1, -1, 0, 1, 0, 1, -1, 0, -1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1, 0, 0, 1, 0, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 1, -1, 0, 1, 1, 0, 0, 1, -1, -1","1, -1, -1, 0, 0, 1, -1, 1, 1, 0, 1, 0, -1, 1, 0, 1, -1, -1, 1, -1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 1, 0, -1, 1, 1, 1, 0, -1, 0, 1, 1, -1, 1, -1, -1, 1, -1, 1, 0",9.0,"174, 190, 462, 432, 267, 455, 14, 182, 16, 206, 470, 186, 295, 399, 506, 496, 65, 478, 295, 104, 87, 360, 86, 340, 112, 170, 222, 63, 447, 322, 72, 306, 103, 329, 339, 81, 190, 139, 60, 442, 319, 92, 295, 434, 291, 23, 307, 181, 116, 168, 29, 65, 132, 53, 177, 116, 229, 129, 345, 407, 466","-1, 0, 1, 1, -1, 1, -1, -1, 1, -1, 1, 0, 1, -1, -1, 0, 0, 1, -1, 1, 1, 0, 1, 0, -1, 1, 0, 1, -1, -1, 1, -1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 1, 0, -1, 1, 1, 1, 0, 1, -1, 1, -1, 0, 1, 1, 0, 0, 1, -1, -1, 1, 1, -1, 1, 0, 1, 0, -1, 0, 0, 1, -1, 0, 1, 0, 1, -1, 0, -1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1, 0, 0, 1, 0, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0",9.0,"-1, 0, 1, 1, -1, 1, -1, -1, 1, -1, 1, 0, 1, -1, -1, 0, 0, 1, -1, 1, 1, 0, 1, 0, -1, 1, 0, 1, -1, -1, 1, -1, 0, 1, 0, 0, 0, 0, -1, -1, 0, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 0, 0, -1, 1, 0, -1, 1, 1, 1, 0, 1, -1, 1, -1, 0, 1, 1, 0, 0, 1, -1, -1, 1, 1, -1, 1, 0, 1, 0, -1, 0, 0, 1, -1, 0, 1, 0, 1, -1, 0, -1, -1, -1, 1, -1, 1, 1, 1, 0, -1, 1, 0, 0, 1, 0, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0",9.0,2,2,0.8929271697998047
"1, -1, -1, -1, -1, -1, -1, 0, 0, 1, -1, 1, -1, -1, 1, 1, 0, -1, 0, 0, 1, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 1, 0, -1, 1, 1, -1, 0, 1, 0, 1, -1, -1, 0, -1, 1, 1, -1, 1, 1, 0, -1","0, 0, 1, -1, 1, 0, 1, -1, -1, 1, 1, -1, 1, 0, -1, 1, 1, 1, 0, 0, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, 0, 0, 1, -1, -1, 1, 1, 1, 0, -1, 1, 1, 0, 1, 0, -1, 0, 0, -1, 0, 0, -1, 1, 0, -1, -1, -1, -1, 1, -1",9.0,"194, 479, 462, 90, 422, 426, 330, 451, 287, 236, 273, 88, 98, 31, 83, 242, 202, 413, 18, 89, 48, 90, 211, 105, 260, 188, 511, 257, 228, 126, 273, 289, 413, 450, 108, 267, 67, 260, 32, 37, 119, 436, 108, 32, 66, 121, 69, 371, 511, 478, 260, 235, 63, 296, 151, 61, 394, 264, 502, 306, 359","1, -1, -1, 1, 1, 1, 0, -1, 1, 1, 0, 1, 0, -1, 0, 0, -1, 0, 0, -1, 1, 0, -1, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, 0, 1, -1, -1, 1, 1, -1, 1, 0, -1, 1, 1, 1, 0, 0, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, 0, 0, 1, 1, -1, 0, 0, 1, 1, 1, 0, -1, 1, 1, -1, 0, 1, 0, 1, -1, -1, 0, -1, 1, 1, -1, 1, 1, 0, -1, 1, -1, -1, -1, -1, -1, -1, 0, 0, 1, -1, 1, -1, -1, 1, 1, 0, -1, 0, 0, 1, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0",9.0,"1, -1, -1, 1, 1, 1, 0, -1, 1, 1, 0, 1, 0, -1, 0, 0, -1, 0, 0, -1, 1, 0, -1, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, 0, 1, -1, -1, 1, 1, -1, 1, 0, -1, 1, 1, 1, 0, 0, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, 0, 0, 1, 1, -1, 0, 0, 1, 1, 1, 0, -1, 1, 1, -1, 0, 1, 0, 1, -1, -1, 0, -1, 1, 1, -1, 1, 1, 0, -1, 1, -1, -1, -1, -1, -1, -1, 0, 0, 1, -1, 1, -1, -1, 1, 1, 0, -1, 0, 0, 1, 0, 0, 1, 0, -1, -1, 1, 0, 0, 0, 0, 0",9.0,2,2,0.81746506690979
"-1, 0, 1, -1, -1, 1, -1, 1, -1, -1, 1, 0, -1, 1, 0, 1, -1, 0, -1, -1, 0, 0, -1, 1, 1, 0, 1, -1, 1, -1, 1, 1, 0, 1, 1, 0, 1, 0, -1, 0, 0, -1, 0, -1, 1, 1, -1, 0, 1, -1, 1, 1, 0, 0, -1, 0, 1, 0, 0, 0, -1","-1, -1, 1, -1, -1, -1, 1, 0, 0, 0, -1, -1, 1, 1, -1, 0, 0, 1, 0, -1, 0, 0, 1, 1, 0, 0, 0, 1, 1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, -1, -1, -1, -1, -1, 1, 0, 0, -1, 1, 1, -1, 0",9.0,"171, 299, 255, 310, 237, 368, 367, 417, 26, 46, 28, 386, 472, 94, 235, 510, 287, 275, 167, 178, 297, 276, 317, 19, 54, 119, 49, 414, 235, 73, 108, 236, 85, 292, 133, 18, 213, 504, 142, 77, 424, 335, 303, 381, 464, 167, 439, 86, 121, 364, 179, 312, 369, 246, 446, 163, 297, 154, 145, 329, 335","0, 1, 1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, -1, -1, 1, 0, 0, -1, 0, 1, 0, 0, -1, -1, 0, 0, 0, -1, -1, 1, -1, -1, 1, -1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, -1, 0, -1, 1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 1, 1, 1, 0, -1, 1, 1, -1, 1, -1, 1, 1, -1, 0, 1, -1, 0, -1, 1, 0, 1, 1, 0, 0, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, -1, 0, -1, 0, 1, 0, 0, 1, 0, 1, -1, -1, 1, 0, -1, 1, -1, -1, 0, 0, 1, 0, -1, 0, 0, 0",9.0,"0, 1, 1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, -1, -1, 1, 0, 0, -1, 0, 1, 0, 0, -1, -1, 0, 0, 0, -1, -1, 1, -1, -1, 1, -1, 1, 1, 0, 0, 0, 0, 0, -1, -1, -1, 0, -1, 0, -1, 1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 1, 1, 1, 0, -1, 1, 1, -1, 1, -1, 1, 1, -1, 0, 1, -1, 0, -1, 1, 0, 1, 1, 0, 0, 1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, -1, -1, 0, -1, 0, 1, 0, 0, 1, 0, 1, -1, -1, 1, 0, -1, 1, -1, -1, 0, 0, 1, 0, -1, 0, 0, 0",9.0,2,2,0.8317031860351562
"1, 1, 1, 1, 1, 0, 0, -1, -1, -1, 1, 0, 0, -1, -1, -1, 0, -1, 1, 1, 1, 1, -1, 1, 0, 1, 0, -1, 1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0, 1, 0, 0, -1, -1, -1, -1, -1, 1, 0, 0, 1, -1, 0, 0, 1","1, -1, -1, -1, -1, 1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, -1, 1, 1, 1, 0, 0, 1, -1, 1, 1, 1, 0, 1, 0, -1, -1",9.0,"336, 228, 75, 278, 120, 372, 367, 262, 416, 6, 271, 416, 137, 13, 216, 177, 449, 146, 355, 361, 5, 489, 372, 61, 43, 337, 112, 183, 365, 105, 176, 113, 9, 140, 448, 104, 271, 176, 123, 172, 385, 445, 154, 244, 386, 301, 340, 91, 38, 237, 345, 459, 413, 115, 3, 270, 368, 391, 18, 59, 469","1, 1, 1, -1, 0, 0, 0, 1, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, -1, 1, 1, 1, 0, 0, 1, -1, 1, 1, 1, 0, 1, 0, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 0, 0, -1, -1, -1, 0, -1, 1, 1, 1, 1, -1, 1, 0, 1, 0, -1, 1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0, 1, 0, 0, -1, -1, -1, -1, -1, 1, 0, 0, 1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0",9.0,"1, 1, 1, -1, 0, 0, 0, 1, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, -1, 1, 1, 1, 0, 0, 1, -1, 1, 1, 1, 0, 1, 0, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 0, 0, -1, -1, -1, 0, -1, 1, 1, 1, 1, -1, 1, 0, 1, 0, -1, 1, 0, -1, 0, 0, 1, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0, 1, 0, 0, -1, -1, -1, -1, -1, 1, 0, 0, 1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0",9.0,2,2,0.7936866283416748
"0, 1, -1, -1, 0, 0, -1, -1, 1, -1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, -1, 0, 1, 1, -1, -1, 0, -1, -1, 1, 0, 1, 0, -1, 1, 0, -1, 1, 1, 0, 0, -1, -1, 0, 1, -1, 0, -1, 1, 0, 0, 0, 1, 1, -1, 1","1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 1, 0, -1, 0, 0, -1, 1, 1, 1, -1, 1, 0, 1, 1, -1, 0, 0, 1, -1, 0, -1, 0, -1, 1, 1, 0, 1, -1, 1, -1, -1, 0, 1, -1, 1, 1, 1, 0, -1, 0, -1, 1, 1, 0, 0, 1, 0",9.0,"113, 510, 198, 241, 240, 382, 312, 445, 35, 450, 367, 419, 323, 269, 294, 233, 486, 474, 174, 334, 215, 104, 157, 246, 509, 491, 138, 342, 338, 198, 83, 483, 281, 194, 46, 154, 241, 151, 202, 479, 112, 177, 488, 50, 438, 160, 328, 193, 370, 278, 434, 428, 82, 279, 226, 290, 329, 341, 458, 75, 9","0, 0, 1, 0, 1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 1, 0, -1, 0, 0, -1, 1, 1, 1, -1, 1, 0, 1, 1, -1, 0, 0, 1, -1, 0, -1, 0, -1, 1, 1, 0, 1, -1, 1, -1, -1, 0, 1, -1, 1, 1, 1, 0, -1, 0, -1, 1, 1, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, -1, -1, 1, -1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, -1, 0, 1, 1, -1, -1, 0, -1, -1, 1, 0, 1, 0, -1, 1, 0, -1, 1, 1, 0, 0, -1, -1, 0, 1, -1, 0, -1, 1, 0, 0, 0",9.0,"0, 0, 1, 0, 1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 1, 0, -1, 0, 0, -1, 1, 1, 1, -1, 1, 0, 1, 1, -1, 0, 0, 1, -1, 0, -1, 0, -1, 1, 1, 0, 1, -1, 1, -1, -1, 0, 1, -1, 1, 1, 1, 0, -1, 0, -1, 1, 1, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, -1, -1, 1, -1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, -1, 0, 1, 1, -1, -1, 0, -1, -1, 1, 0, 1, 0, -1, 1, 0, -1, 1, 1, 0, 0, -1, -1, 0, 1, -1, 0, -1, 1, 0, 0, 0",9.0,2,2,0.7827129364013672
"1, 0, -1, 1, -1, 0, -1, 0, 1, 0, 0, -1, 1, -1, 1, 1, 0, -1, 0, -1, 1, 0, 1, -1, -1, 0, 1, 0, 1, 0, 0, 1, -1, 0, 0, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, -1, 1, 0, 0, 0, 1, 0, 1, 1, 1","-1, 1, 1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 1, -1, 0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 1, 1, 1, 0, 0, -1, -1, -1, -1, 1, 0, -1, 0, 1, -1, -1, 1, 1, 0, 0, -1, -1, 1, 1, -1, 0",9.0,"50, 507, 500, 438, 124, 114, 111, 268, 34, 341, 102, 18, 92, 158, 71, 8, 382, 182, 478, 303, 312, 485, 4, 294, 33, 53, 410, 37, 331, 309, 399, 86, 25, 485, 16, 136, 177, 3, 171, 315, 80, 263, 74, 191, 398, 253, 472, 103, 324, 271, 226, 291, 11, 417, 77, 55, 321, 255, 268, 74, 14","-1, 1, 1, -1, 0, -1, 1, 1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 1, -1, 0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 1, 1, 1, 0, 0, -1, -1, -1, -1, 1, 0, -1, 0, 1, -1, -1, 1, 1, 0, 0, -1, 1, 0, 1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 0, 1, 0, 0, -1, 1, -1, 1, 1, 0, -1, 0, -1, 1, 0, 1, -1, -1, 0, 1, 0, 1, 0, 0, 1, -1, 0, 0, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, -1, 1, 0, 0, 0",9.0,"-1, 1, 1, -1, 0, -1, 1, 1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 1, -1, 0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 1, 1, 1, 0, 0, -1, -1, -1, -1, 1, 0, -1, 0, 1, -1, -1, 1, 1, 0, 0, -1, 1, 0, 1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 0, 1, 0, 0, -1, 1, -1, 1, 1, 0, -1, 0, -1, 1, 0, 1, -1, -1, 0, 1, 0, 1, 0, 0, 1, -1, 0, 0, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, -1, 1, 0, 0, 0",9.0,2,2,0.7729349136352539
